dbid,name,type,uniprot_name,cid,uniprot,poi,ligase,smiles,dc50,dmax,molecular_weight,exact_mass,heavy_atom_count,ring_count,hbond_donor_count,hbond_acceptor_count,molecular_formula,inchi,inchikey
DB00002,Cetuximab,BiotechDrug,Epidermal growth factor receptor,5506,P00533,EGFR e19d,VHL,COC1=CC2=NC=NC(NC3=CC=C(F)C(Cl)=C3)=C2C=C1OCCCN1CCN(C(=O)CCOCCOCCOCCOCCNC(=O)C[C@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)C2=CC=C(C3=C(C)N=CS3)C=C2)CC1,,,1249.877,1248.52562309,87,8,5,18,C61H79ClF2N10O12S,"InChI=1S/C61H79ClF2N10O12S/c1-39-54(87-38-68-39)41-9-7-40(8-10-41)47(70-57(78)49-32-43(75)36-74(49)58(79)55(60(2,3)4)71-59(80)61(64)14-15-61)35-52(76)65-16-24-83-26-28-85-30-29-84-27-25-82-23-13-53(77)73-20-18-72(19-21-73)17-6-22-86-51-33-44-48(34-50(51)81-5)66-37-67-56(44)69-42-11-12-46(63)45(62)31-42/h7-12,31,33-34,37-38,43,47,49,55,75H,6,13-30,32,35-36H2,1-5H3,(H,65,76)(H,70,78)(H,71,80)(H,66,67,69)/t43-,47+,49+,55-/m1/s1",VOWRMQVEPOIRPR-BUCBQYKQSA-N
DB00002,Cetuximab,BiotechDrug,Epidermal growth factor receptor,589,P00533,EGFR e19d,VHL,COC1=CC2=NC=NC(NC3=CC=C(F)C(Cl)=C3)=C2C=C1OCCCN1CCN(C(=O)CCOCCOCCOCCC(=O)N[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCC2=CC=C(C3=C(C)N=CS3)C=C2)C(C)(C)C)CC1,,,1090.717,1089.45606631,76,7,4,16,C54H69ClFN9O10S,"InChI=1S/C54H69ClFN9O10S/c1-35-49(76-34-60-35)37-9-7-36(8-10-37)31-57-52(69)44-28-39(66)32-65(44)53(70)50(54(2,3)4)62-47(67)13-21-72-23-25-74-26-24-73-22-14-48(68)64-18-16-63(17-19-64)15-6-20-75-46-29-40-43(30-45(46)71-5)58-33-59-51(40)61-38-11-12-42(56)41(55)27-38/h7-12,27,29-30,33-34,39,44,50,66H,6,13-26,28,31-32H2,1-5H3,(H,57,69)(H,62,67)(H,58,59,61)/t39-,44+,50-/m1/s1",DUHAIXHBBDGIBP-MLENZQCQSA-N
DB00002,Cetuximab,BiotechDrug,Epidermal growth factor receptor,589,P00533,EGFR L858R,VHL,COC1=CC2=NC=NC(NC3=CC=C(F)C(Cl)=C3)=C2C=C1OCCCN1CCN(C(=O)CCOCCOCCOCCC(=O)N[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCC2=CC=C(C3=C(C)N=CS3)C=C2)C(C)(C)C)CC1,,,1090.717,1089.45606631,76,7,4,16,C54H69ClFN9O10S,"InChI=1S/C54H69ClFN9O10S/c1-35-49(76-34-60-35)37-9-7-36(8-10-37)31-57-52(69)44-28-39(66)32-65(44)53(70)50(54(2,3)4)62-47(67)13-21-72-23-25-74-26-24-73-22-14-48(68)64-18-16-63(17-19-64)15-6-20-75-46-29-40-43(30-45(46)71-5)58-33-59-51(40)61-38-11-12-42(56)41(55)27-38/h7-12,27,29-30,33-34,39,44,50,66H,6,13-26,28,31-32H2,1-5H3,(H,57,69)(H,62,67)(H,58,59,61)/t39-,44+,50-/m1/s1",DUHAIXHBBDGIBP-MLENZQCQSA-N
DB00002,Cetuximab,BiotechDrug,Epidermal growth factor receptor,1473,P00533,EGFR,CRBN,O=C1CCC(N2C(=O)C3=CC=CC(NCCOCCOCCOCCC(=O)N4CCN(C5=CC=C(C6=CC=C7CN(C(C(=O)NC8=NC=CS8)C8=CC=CC=C8)C(=O)C7=C6)C=C5)CC4)=C3C2=O)C(=O)N1,,,969.09,968.352710864,70,9,3,14,C51H52N8O10S,"InChI=1S/C51H52N8O10S/c60-42-16-15-41(46(62)54-42)59-49(65)38-7-4-8-40(44(38)50(59)66)52-18-25-68-27-29-69-28-26-67-24-17-43(61)57-22-20-56(21-23-57)37-13-11-33(12-14-37)35-9-10-36-32-58(48(64)39(36)31-35)45(34-5-2-1-3-6-34)47(63)55-51-53-19-30-70-51/h1-14,19,30-31,41,45,52H,15-18,20-29,32H2,(H,53,55,63)(H,54,60,62)",YQIWOKJOFFNGOJ-UHFFFAOYSA-N
DB00002,Cetuximab,BiotechDrug,Epidermal growth factor receptor,1473,P00533,EGFR L858R/T790M,CRBN,O=C1CCC(N2C(=O)C3=CC=CC(NCCOCCOCCOCCC(=O)N4CCN(C5=CC=C(C6=CC=C7CN(C(C(=O)NC8=NC=CS8)C8=CC=CC=C8)C(=O)C7=C6)C=C5)CC4)=C3C2=O)C(=O)N1,,,969.09,968.352710864,70,9,3,14,C51H52N8O10S,"InChI=1S/C51H52N8O10S/c60-42-16-15-41(46(62)54-42)59-49(65)38-7-4-8-40(44(38)50(59)66)52-18-25-68-27-29-69-28-26-67-24-17-43(61)57-22-20-56(21-23-57)37-13-11-33(12-14-37)35-9-10-36-32-58(48(64)39(36)31-35)45(34-5-2-1-3-6-34)47(63)55-51-53-19-30-70-51/h1-14,19,30-31,41,45,52H,15-18,20-29,32H2,(H,53,55,63)(H,54,60,62)",YQIWOKJOFFNGOJ-UHFFFAOYSA-N
DB00002,Cetuximab,BiotechDrug,Epidermal growth factor receptor,5497,P00533,EGFR e19d,VHL,COC1=CC2=NC=NC(NC3=CC=C(F)C(Cl)=C3)=C2C=C1OCCCN1CCN(C(=O)CCOCCOCCOCCNC(=O)C[C@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](C2=CC(C)=NO2)C(C)C)C2=CC=C(C3=C(C)N=CS3)C=C2)CC1,,,1171.791,1170.47753002,82,8,4,18,C58H72ClFN10O11S,"InChI=1S/C58H72ClFN10O11S/c1-36(2)54(51-27-37(3)67-81-51)58(75)70-33-42(71)29-48(70)57(74)66-46(39-7-9-40(10-8-39)55-38(4)64-35-82-55)32-52(72)61-14-22-78-24-26-79-25-23-77-21-13-53(73)69-18-16-68(17-19-69)15-6-20-80-50-30-43-47(31-49(50)76-5)62-34-63-56(43)65-41-11-12-45(60)44(59)28-41/h7-12,27-28,30-31,34-36,42,46,48,54,71H,6,13-26,29,32-33H2,1-5H3,(H,61,72)(H,66,74)(H,62,63,65)/t42-,46+,48+,54-/m1/s1",SQUJSQSJQZXAKH-FOCFZSKWSA-N
DB00002,Cetuximab,BiotechDrug,Epidermal growth factor receptor,5505,P00533,EGFR e19d,VHL,COC1=CC2=NC=NC(NC3=CC=C(F)C(Cl)=C3)=C2C=C1OCCCN1CCN(C(=O)CCOCCOCCOCCNC(=O)C[C@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)C2=CC=C(C3=C(C)N=CS3)C=C2)CC1,,,1205.824,1204.49940834,84,8,5,17,C59H75ClF2N10O11S,"InChI=1S/C59H75ClF2N10O11S/c1-37-52(84-36-66-37)39-9-7-38(8-10-39)45(68-55(76)47-30-41(73)34-72(47)56(77)53(58(2,3)4)69-57(78)59(62)14-15-59)33-50(74)63-16-24-81-26-28-82-27-25-80-23-13-51(75)71-20-18-70(19-21-71)17-6-22-83-49-31-42-46(32-48(49)79-5)64-35-65-54(42)67-40-11-12-44(61)43(60)29-40/h7-12,29,31-32,35-36,41,45,47,53,73H,6,13-28,30,33-34H2,1-5H3,(H,63,74)(H,68,76)(H,69,78)(H,64,65,67)/t41-,45+,47+,53-/m1/s1",OESWSLAPUVIPCV-UYZZMYMLSA-N
DB00002,Cetuximab,BiotechDrug,Epidermal growth factor receptor,1546,P00533,EGFR L858R/T790M,CRBN,O=C1CCC(N2C(=O)C3=CC=CC(NCCOCCOCCC(=O)N4CCN(C5=CC=C(C6=CC=C7CN(C(C(=O)NC8=NC=CS8)C8=CC=CC=C8)C(=O)C7=C6)C=C5)CC4)=C3C2=O)C(=O)N1,,,925.037,924.326496116,67,9,3,13,C49H48N8O9S,"InChI=1S/C49H48N8O9S/c58-40-16-15-39(44(60)52-40)57-47(63)36-7-4-8-38(42(36)48(57)64)50-18-25-66-27-26-65-24-17-41(59)55-22-20-54(21-23-55)35-13-11-31(12-14-35)33-9-10-34-30-56(46(62)37(34)29-33)43(32-5-2-1-3-6-32)45(61)53-49-51-19-28-67-49/h1-14,19,28-29,39,43,50H,15-18,20-27,30H2,(H,51,53,61)(H,52,58,60)",BHOFOVKVHRLVFH-UHFFFAOYSA-N
DB00002,Cetuximab,BiotechDrug,Epidermal growth factor receptor,5495,P00533,EGFR e19d,VHL,COC1=CC2=NC=NC(NC3=CC=C(F)C(Cl)=C3)=C2C=C1OCCCN1CCN(C(=O)CCOCCOCCNC(=O)C[C@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](C2=CC(C)=NO2)C(C)C)C2=CC=C(C3=C(C)N=CS3)C=C2)CC1,,,1127.738,1126.45131528,79,8,4,17,C56H68ClFN10O10S,"InChI=1S/C56H68ClFN10O10S/c1-34(2)52(49-25-35(3)65-78-49)56(73)68-31-40(69)27-46(68)55(72)64-44(37-7-9-38(10-8-37)53-36(4)62-33-79-53)30-50(70)59-14-22-76-24-23-75-21-13-51(71)67-18-16-66(17-19-67)15-6-20-77-48-28-41-45(29-47(48)74-5)60-32-61-54(41)63-39-11-12-43(58)42(57)26-39/h7-12,25-26,28-29,32-34,40,44,46,52,69H,6,13-24,27,30-31H2,1-5H3,(H,59,70)(H,64,72)(H,60,61,63)/t40-,44+,46+,52-/m1/s1",HSYGBRJEVWUWJH-YHXFZPEXSA-N
DB00002,Cetuximab,BiotechDrug,Epidermal growth factor receptor,5503,P00533,EGFR e19d,VHL,COC1=CC2=NC=NC(NC3=CC=C(F)C(Cl)=C3)=C2C=C1OCCCN1CCN(C(=O)CCOCCOCCNC(=O)C[C@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)C2=CC=C(C3=C(C)N=CS3)C=C2)CC1,,,1161.771,1160.47319359,81,8,5,16,C57H71ClF2N10O10S,"InChI=1S/C57H71ClF2N10O10S/c1-35-50(81-34-64-35)37-9-7-36(8-10-37)43(66-53(74)45-28-39(71)32-70(45)54(75)51(56(2,3)4)67-55(76)57(60)14-15-57)31-48(72)61-16-24-79-26-25-78-23-13-49(73)69-20-18-68(19-21-69)17-6-22-80-47-29-40-44(30-46(47)77-5)62-33-63-52(40)65-38-11-12-42(59)41(58)27-38/h7-12,27,29-30,33-34,39,43,45,51,71H,6,13-26,28,31-32H2,1-5H3,(H,61,72)(H,66,74)(H,67,76)(H,62,63,65)/t39-,43+,45+,51-/m1/s1",HZSHXUUDFTUBHJ-NZMHYKQJSA-N
DB00002,Cetuximab,BiotechDrug,Epidermal growth factor receptor,581,P00533,EGFR L858R/T790M,VHL,C=CC(=O)NC1=CC=CC(N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(C(=O)CCCCCCCCC(=O)N[C@H](C(=O)N6C[C@H](O)C[C@H]6C(=O)NCC6=CC=C(C7=C(C)N=CS7)C=C6)C(C)(C)C)CC5)C=C4OC)N=C32)=C1,69,,1108.38,1107.5364293,80,8,5,15,C60H73N11O8S,"InChI=1S/C60H73N11O8S/c1-8-50(73)64-42-16-15-17-44(31-42)71-53(76)30-38(2)46-35-62-59(67-56(46)71)65-47-25-24-43(32-49(47)79-7)68-26-28-69(29-27-68)52(75)19-14-12-10-9-11-13-18-51(74)66-55(60(4,5)6)58(78)70-36-45(72)33-48(70)57(77)61-34-40-20-22-41(23-21-40)54-39(3)63-37-80-54/h8,15-17,20-25,30-32,35,37,45,48,55,72H,1,9-14,18-19,26-29,33-34,36H2,2-7H3,(H,61,77)(H,64,73)(H,66,74)(H,62,65,67)/t45-,48+,55-/m1/s1",NXHJICMMHCOKPI-ZRJZPVMUSA-N
DB00002,Cetuximab,BiotechDrug,Epidermal growth factor receptor,581,P00533,EGFR,VHL,C=CC(=O)NC1=CC=CC(N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(C(=O)CCCCCCCCC(=O)N[C@H](C(=O)N6C[C@H](O)C[C@H]6C(=O)NCC6=CC=C(C7=C(C)N=CS7)C=C6)C(C)(C)C)CC5)C=C4OC)N=C32)=C1,>2000,,1108.38,1107.5364293,80,8,5,15,C60H73N11O8S,"InChI=1S/C60H73N11O8S/c1-8-50(73)64-42-16-15-17-44(31-42)71-53(76)30-38(2)46-35-62-59(67-56(46)71)65-47-25-24-43(32-49(47)79-7)68-26-28-69(29-27-68)52(75)19-14-12-10-9-11-13-18-51(74)66-55(60(4,5)6)58(78)70-36-45(72)33-48(70)57(77)61-34-40-20-22-41(23-21-40)54-39(3)63-37-80-54/h8,15-17,20-25,30-32,35,37,45,48,55,72H,1,9-14,18-19,26-29,33-34,36H2,2-7H3,(H,61,77)(H,64,73)(H,66,74)(H,62,65,67)/t45-,48+,55-/m1/s1",NXHJICMMHCOKPI-ZRJZPVMUSA-N
DB00002,Cetuximab,BiotechDrug,Epidermal growth factor receptor,5476,P00533,EGFR e19d,VHL,COC1=CC2=NC=NC(NC3=CC=C(F)C(Cl)=C3)=C2C=C1OCCCN1CCN(C(=O)CCCCCCCCNC(=O)C[C@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](C2=CC(C)=NO2)C(C)C)C2=CC=C(C3=C(C)N=CS3)C=C2)CC1,,,1123.794,1122.49278616,79,8,4,15,C58H72ClFN10O8S,"InChI=1S/C58H72ClFN10O8S/c1-36(2)54(51-27-37(3)67-78-51)58(75)70-33-42(71)29-48(70)57(74)66-46(39-14-16-40(17-15-39)55-38(4)64-35-79-55)32-52(72)61-20-11-9-7-6-8-10-13-53(73)69-24-22-68(23-25-69)21-12-26-77-50-30-43-47(31-49(50)76-5)62-34-63-56(43)65-41-18-19-45(60)44(59)28-41/h14-19,27-28,30-31,34-36,42,46,48,54,71H,6-13,20-26,29,32-33H2,1-5H3,(H,61,72)(H,66,74)(H,62,63,65)/t42-,46+,48+,54-/m1/s1",VZEWWNCXKUBTMG-FOCFZSKWSA-N
DB00002,Cetuximab,BiotechDrug,Epidermal growth factor receptor,5488,P00533,EGFR e19d,VHL,COC1=CC2=NC=NC(NC3=CC=C(F)C(Cl)=C3)=C2C=C1OCCCN1CCN(C(=O)CCCCCCCCNC(=O)C[C@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)C2=CC=C(C3=C(C)N=CS3)C=C2)CC1,,,1157.827,1156.51466448,81,8,5,14,C59H75ClF2N10O8S,"InChI=1S/C59H75ClF2N10O8S/c1-37-52(81-36-66-37)39-16-14-38(15-17-39)45(68-55(76)47-30-41(73)34-72(47)56(77)53(58(2,3)4)69-57(78)59(62)20-21-59)33-50(74)63-22-11-9-7-6-8-10-13-51(75)71-26-24-70(25-27-71)23-12-28-80-49-31-42-46(32-48(49)79-5)64-35-65-54(42)67-40-18-19-44(61)43(60)29-40/h14-19,29,31-32,35-36,41,45,47,53,73H,6-13,20-28,30,33-34H2,1-5H3,(H,63,74)(H,68,76)(H,69,78)(H,64,65,67)/t41-,45+,47+,53-/m1/s1",FXPAXWXTFWZCFT-UYZZMYMLSA-N
DB00002,Cetuximab,BiotechDrug,Epidermal growth factor receptor,582,P00533,EGFR L858R/T790M,VHL,C=CC(=O)NC1=CC=CC(N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(C(=O)CCCCCCC(=O)N[C@H](C(=O)N6C[C@H](O)C[C@H]6C(=O)NCC6=CC=C(C7=C(C)N=CS7)C=C6)C(C)(C)C)CC5)C=C4OC)N=C32)=C1,235,,1080.326,1079.50512917,78,8,5,15,C58H69N11O8S,"InChI=1S/C58H69N11O8S/c1-8-48(71)62-40-14-13-15-42(29-40)69-51(74)28-36(2)44-33-60-57(65-54(44)69)63-45-23-22-41(30-47(45)77-7)66-24-26-67(27-25-66)50(73)17-12-10-9-11-16-49(72)64-53(58(4,5)6)56(76)68-34-43(70)31-46(68)55(75)59-32-38-18-20-39(21-19-38)52-37(3)61-35-78-52/h8,13-15,18-23,28-30,33,35,43,46,53,70H,1,9-12,16-17,24-27,31-32,34H2,2-7H3,(H,59,75)(H,62,71)(H,64,72)(H,60,63,65)/t43-,46+,53-/m1/s1",HQDMTJMOYXRLMD-BSDSDUADSA-N
DB00002,Cetuximab,BiotechDrug,Epidermal growth factor receptor,582,P00533,EGFR,VHL,C=CC(=O)NC1=CC=CC(N2C(=O)C=C(C)C3=CN=C(NC4=CC=C(N5CCN(C(=O)CCCCCCC(=O)N[C@H](C(=O)N6C[C@H](O)C[C@H]6C(=O)NCC6=CC=C(C7=C(C)N=CS7)C=C6)C(C)(C)C)CC5)C=C4OC)N=C32)=C1,>2000,,1080.326,1079.50512917,78,8,5,15,C58H69N11O8S,"InChI=1S/C58H69N11O8S/c1-8-48(71)62-40-14-13-15-42(29-40)69-51(74)28-36(2)44-33-60-57(65-54(44)69)63-45-23-22-41(30-47(45)77-7)66-24-26-67(27-25-66)50(73)17-12-10-9-11-16-49(72)64-53(58(4,5)6)56(76)68-34-43(70)31-46(68)55(75)59-32-38-18-20-39(21-19-38)52-37(3)61-35-78-52/h8,13-15,18-23,28-30,33,35,43,46,53,70H,1,9-12,16-17,24-27,31-32,34H2,2-7H3,(H,59,75)(H,62,71)(H,64,72)(H,60,63,65)/t43-,46+,53-/m1/s1",HQDMTJMOYXRLMD-BSDSDUADSA-N
DB00002,Cetuximab,BiotechDrug,Epidermal growth factor receptor,2232,P00533,EGFR L858R/T790M,CRBN,C=CC(=O)NC1=CC2=C(NC3=CC=C(F)C(Cl)=C3)N=CN=C2C=C1OCCCN1CCN(C(=O)CCCCCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1,<30/100,,868.367,867.327100744,62,7,4,12,C44H47ClFN9O7,"InChI=1S/C44H47ClFN9O7/c1-2-37(56)51-34-24-29-33(48-26-49-41(29)50-27-12-13-31(46)30(45)23-27)25-36(34)62-22-8-17-53-18-20-54(21-19-53)39(58)11-5-3-4-6-16-47-32-10-7-9-28-40(32)44(61)55(43(28)60)35-14-15-38(57)52-42(35)59/h2,7,9-10,12-13,23-26,35,47H,1,3-6,8,11,14-22H2,(H,51,56)(H,48,49,50)(H,52,57,59)",YTNYTUGBAXJPBN-UHFFFAOYSA-N
DB00002,Cetuximab,BiotechDrug,Epidermal growth factor receptor,2232,P00533,EGFR e19d,CRBN,C=CC(=O)NC1=CC2=C(NC3=CC=C(F)C(Cl)=C3)N=CN=C2C=C1OCCCN1CCN(C(=O)CCCCCCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1,30-100,,868.367,867.327100744,62,7,4,12,C44H47ClFN9O7,"InChI=1S/C44H47ClFN9O7/c1-2-37(56)51-34-24-29-33(48-26-49-41(29)50-27-12-13-31(46)30(45)23-27)25-36(34)62-22-8-17-53-18-20-54(21-19-53)39(58)11-5-3-4-6-16-47-32-10-7-9-28-40(32)44(61)55(43(28)60)35-14-15-38(57)52-42(35)59/h2,7,9-10,12-13,23-26,35,47H,1,3-6,8,11,14-22H2,(H,51,56)(H,48,49,50)(H,52,57,59)",YTNYTUGBAXJPBN-UHFFFAOYSA-N
DB00002,Cetuximab,BiotechDrug,Epidermal growth factor receptor,5474,P00533,EGFR e19d,VHL,COC1=CC2=NC=NC(NC3=CC=C(F)C(Cl)=C3)=C2C=C1OCCCN1CCN(C(=O)CCCCCCNC(=O)C[C@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](C2=CC(C)=NO2)C(C)C)C2=CC=C(C3=C(C)N=CS3)C=C2)CC1,,,1095.74,1094.46148604,77,8,4,15,C56H68ClFN10O8S,"InChI=1S/C56H68ClFN10O8S/c1-34(2)52(49-25-35(3)65-76-49)56(73)68-31-40(69)27-46(68)55(72)64-44(37-12-14-38(15-13-37)53-36(4)62-33-77-53)30-50(70)59-18-9-7-6-8-11-51(71)67-22-20-66(21-23-67)19-10-24-75-48-28-41-45(29-47(48)74-5)60-32-61-54(41)63-39-16-17-43(58)42(57)26-39/h12-17,25-26,28-29,32-34,40,44,46,52,69H,6-11,18-24,27,30-31H2,1-5H3,(H,59,70)(H,64,72)(H,60,61,63)/t40-,44+,46+,52-/m1/s1",UPGPYGVCAVJCCR-YHXFZPEXSA-N
DB00002,Cetuximab,BiotechDrug,Epidermal growth factor receptor,5486,P00533,EGFR e19d,VHL,COC1=CC2=NC=NC(NC3=CC=C(F)C(Cl)=C3)=C2C=C1OCCCN1CCN(C(=O)CCCCCCNC(=O)C[C@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)C2=CC=C(C3=C(C)N=CS3)C=C2)CC1,,,1129.773,1128.48336435,79,8,5,14,C57H71ClF2N10O8S,"InChI=1S/C57H71ClF2N10O8S/c1-35-50(79-34-64-35)37-14-12-36(13-15-37)43(66-53(74)45-28-39(71)32-70(45)54(75)51(56(2,3)4)67-55(76)57(60)18-19-57)31-48(72)61-20-9-7-6-8-11-49(73)69-24-22-68(23-25-69)21-10-26-78-47-29-40-44(30-46(47)77-5)62-33-63-52(40)65-38-16-17-42(59)41(58)27-38/h12-17,27,29-30,33-34,39,43,45,51,71H,6-11,18-26,28,31-32H2,1-5H3,(H,61,72)(H,66,74)(H,67,76)(H,62,63,65)/t39-,43+,45+,51-/m1/s1",GWVORCNYVKAQRY-NZMHYKQJSA-N
DB00002,Cetuximab,BiotechDrug,Epidermal growth factor receptor,591,P00533,EGFR e19d,VHL,COC1=CC2=NC=NC(NC3=CC=C(F)C(Cl)=C3)=C2C=C1OCCCN1CCN(C(=O)CCC(=O)N[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCC2=CC=C(C3=C(C)N=CS3)C=C2)C(C)(C)C)CC1,,,958.558,957.377422064,67,7,4,13,C48H57ClFN9O7S,"InChI=1S/C48H57ClFN9O7S/c1-29-43(67-28-54-29)31-9-7-30(8-10-31)25-51-46(63)38-22-33(60)26-59(38)47(64)44(48(2,3)4)56-41(61)13-14-42(62)58-18-16-57(17-19-58)15-6-20-66-40-23-34-37(24-39(40)65-5)52-27-53-45(34)55-32-11-12-36(50)35(49)21-32/h7-12,21,23-24,27-28,33,38,44,60H,6,13-20,22,25-26H2,1-5H3,(H,51,63)(H,56,61)(H,52,53,55)/t33-,38+,44-/m1/s1",DUGBSNFGNATMEE-VSPJSQPSSA-N
DB00002,Cetuximab,BiotechDrug,Epidermal growth factor receptor,591,P00533,EGFR L858R,VHL,COC1=CC2=NC=NC(NC3=CC=C(F)C(Cl)=C3)=C2C=C1OCCCN1CCN(C(=O)CCC(=O)N[C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)NCC2=CC=C(C3=C(C)N=CS3)C=C2)C(C)(C)C)CC1,,,958.558,957.377422064,67,7,4,13,C48H57ClFN9O7S,"InChI=1S/C48H57ClFN9O7S/c1-29-43(67-28-54-29)31-9-7-30(8-10-31)25-51-46(63)38-22-33(60)26-59(38)47(64)44(48(2,3)4)56-41(61)13-14-42(62)58-18-16-57(17-19-58)15-6-20-66-40-23-34-37(24-39(40)65-5)52-27-53-45(34)55-32-11-12-36(50)35(49)21-32/h7-12,21,23-24,27-28,33,38,44,60H,6,13-20,22,25-26H2,1-5H3,(H,51,63)(H,56,61)(H,52,53,55)/t33-,38+,44-/m1/s1",DUGBSNFGNATMEE-VSPJSQPSSA-N
DB00002,Cetuximab,BiotechDrug,Epidermal growth factor receptor,2228,P00533,EGFR L858R/T790M,CRBN,C=CC(=O)NC1=CC2=C(NC3=CC=C(F)C(Cl)=C3)N=CN=C2C=C1OCCCN1CCN(C(=O)CCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1,,,812.259,811.264500488,58,7,4,12,C40H39ClFN9O7,"InChI=1S/C40H39ClFN9O7/c1-2-33(52)47-30-20-25-29(44-22-45-37(25)46-23-7-8-27(42)26(41)19-23)21-32(30)58-18-4-13-49-14-16-50(17-15-49)35(54)11-12-43-28-6-3-5-24-36(28)40(57)51(39(24)56)31-9-10-34(53)48-38(31)55/h2-3,5-8,19-22,31,43H,1,4,9-18H2,(H,47,52)(H,44,45,46)(H,48,53,55)",CYRZHTYQRKEAID-UHFFFAOYSA-N
DB00002,Cetuximab,BiotechDrug,Epidermal growth factor receptor,2228,P00533,EGFR e19d,CRBN,C=CC(=O)NC1=CC2=C(NC3=CC=C(F)C(Cl)=C3)N=CN=C2C=C1OCCCN1CCN(C(=O)CCNC2=CC=CC3=C2C(=O)N(C2CCC(=O)NC2=O)C3=O)CC1,,,812.259,811.264500488,58,7,4,12,C40H39ClFN9O7,"InChI=1S/C40H39ClFN9O7/c1-2-33(52)47-30-20-25-29(44-22-45-37(25)46-23-7-8-27(42)26(41)19-23)21-32(30)58-18-4-13-49-14-16-50(17-15-49)35(54)11-12-43-28-6-3-5-24-36(28)40(57)51(39(24)56)31-9-10-34(53)48-38(31)55/h2-3,5-8,19-22,31,43H,1,4,9-18H2,(H,47,52)(H,44,45,46)(H,48,53,55)",CYRZHTYQRKEAID-UHFFFAOYSA-N
DB00002,Cetuximab,BiotechDrug,Epidermal growth factor receptor,5470,P00533,EGFR e19d,VHL,COC1=CC2=NC=NC(NC3=CC=C(F)C(Cl)=C3)=C2C=C1OCCCN1CCN(C(=O)CCNC(=O)C[C@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](C2=CC(C)=NO2)C(C)C)C2=CC=C(C3=C(C)N=CS3)C=C2)CC1,,,1039.632,1038.39888578,73,8,4,15,C52H60ClFN10O8S,"InChI=1S/C52H60ClFN10O8S/c1-30(2)48(45-21-31(3)61-72-45)52(69)64-27-36(65)23-42(64)51(68)60-40(33-7-9-34(10-8-33)49-32(4)58-29-73-49)26-46(66)55-14-13-47(67)63-18-16-62(17-19-63)15-6-20-71-44-24-37-41(25-43(44)70-5)56-28-57-50(37)59-35-11-12-39(54)38(53)22-35/h7-12,21-22,24-25,28-30,36,40,42,48,65H,6,13-20,23,26-27H2,1-5H3,(H,55,66)(H,60,68)(H,56,57,59)/t36-,40+,42+,48-/m1/s1",CJLNAUKEMYLBRN-OQQYKNMXSA-N
DB00002,Cetuximab,BiotechDrug,Epidermal growth factor receptor,5482,P00533,EGFR e19d,VHL,COC1=CC2=NC=NC(NC3=CC=C(F)C(Cl)=C3)=C2C=C1OCCCN1CCN(C(=O)CCNC(=O)C[C@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)C2(F)CC2)C(C)(C)C)C2=CC=C(C3=C(C)N=CS3)C=C2)CC1,,,1073.665,1072.4207641,75,8,5,14,C53H63ClF2N10O8S,"InChI=1S/C53H63ClF2N10O8S/c1-31-46(75-30-60-31)33-9-7-32(8-10-33)39(62-49(70)41-24-35(67)28-66(41)50(71)47(52(2,3)4)63-51(72)53(56)14-15-53)27-44(68)57-16-13-45(69)65-20-18-64(19-21-65)17-6-22-74-43-25-36-40(26-42(43)73-5)58-29-59-48(36)61-34-11-12-38(55)37(54)23-34/h7-12,23,25-26,29-30,35,39,41,47,67H,6,13-22,24,27-28H2,1-5H3,(H,57,68)(H,62,70)(H,63,72)(H,58,59,61)/t35-,39+,41+,47-/m1/s1",WMQKYBZMAJVTOD-GVXQOCCOSA-N
